ID,p31,p32,p33,p34,p35,p36,winRate
0,0.0,0.0,0.0,0.0,0.0,1.0,0.679
1,0.0,0.0,0.0,0.0,0.1,0.9,0.6652
2,0.0,0.0,0.0,0.0,0.2,0.8,0.6744
3,0.0,0.0,0.0,0.0,0.3,0.7,0.6714
4,0.0,0.0,0.0,0.0,0.4,0.6,0.6798
5,0.0,0.0,0.0,0.0,0.5,0.5,0.6818
6,0.0,0.0,0.0,0.0,0.6,0.4,0.6706
7,0.0,0.0,0.0,0.0,0.7,0.3,0.6698
8,0.0,0.0,0.0,0.0,0.8,0.2,0.6779999999999999
9,0.0,0.0,0.0,0.0,0.9,0.1,0.6579999999999999
10,0.0,0.0,0.0,0.0,1.0,0.0,0.6779999999999999
11,0.0,0.0,0.0,0.1,0.0,0.9,0.7170000000000001
12,0.0,0.0,0.0,0.1,0.1,0.8,0.7082
13,0.0,0.0,0.0,0.1,0.2,0.7,0.7046
14,0.0,0.0,0.0,0.1,0.3,0.6,0.7096
15,0.0,0.0,0.0,0.1,0.4,0.5,0.7162
16,0.0,0.0,0.0,0.1,0.5,0.4,0.7074
17,0.0,0.0,0.0,0.1,0.6,0.3,0.7090000000000001
18,0.0,0.0,0.0,0.1,0.7,0.2,0.7106
19,0.0,0.0,0.0,0.1,0.8,0.1,0.7042
20,0.0,0.0,0.0,0.1,0.9,0.0,0.7074
21,0.0,0.0,0.0,0.2,0.0,0.8,0.6992
22,0.0,0.0,0.0,0.2,0.1,0.7,0.6934
23,0.0,0.0,0.0,0.2,0.2,0.6,0.6934
24,0.0,0.0,0.0,0.2,0.3,0.5,0.7036
25,0.0,0.0,0.0,0.2,0.4,0.4,0.7042
26,0.0,0.0,0.0,0.2,0.5,0.3,0.6846
27,0.0,0.0,0.0,0.2,0.6,0.2,0.7034
28,0.0,0.0,0.0,0.2,0.7,0.1,0.7038
29,0.0,0.0,0.0,0.2,0.8,0.0,0.7008
30,0.0,0.0,0.0,0.3,0.0,0.7,0.6738
31,0.0,0.0,0.0,0.3,0.1,0.6,0.6766
32,0.0,0.0,0.0,0.3,0.2,0.5,0.6698
33,0.0,0.0,0.0,0.3,0.3,0.4,0.6609999999999999
34,0.0,0.0,0.0,0.3,0.4,0.3,0.6748
35,0.0,0.0,0.0,0.3,0.5,0.2,0.6586
36,0.0,0.0,0.0,0.3,0.6,0.1,0.6604
37,0.0,0.0,0.0,0.3,0.7,0.0,0.6644
38,0.0,0.0,0.0,0.4,0.0,0.6,0.6334
39,0.0,0.0,0.0,0.4,0.1,0.5,0.6374
40,0.0,0.0,0.0,0.4,0.2,0.4,0.6392
41,0.0,0.0,0.0,0.4,0.3,0.3,0.6432
42,0.0,0.0,0.0,0.4,0.4,0.2,0.6336
43,0.0,0.0,0.0,0.4,0.5,0.1,0.635
44,0.0,0.0,0.0,0.4,0.6,0.0,0.63
45,0.0,0.0,0.0,0.5,0.0,0.5,0.5648
46,0.0,0.0,0.0,0.5,0.1,0.4,0.5788
47,0.0,0.0,0.0,0.5,0.2,0.3,0.5736
48,0.0,0.0,0.0,0.5,0.3,0.2,0.5788
49,0.0,0.0,0.0,0.5,0.4,0.1,0.5562
50,0.0,0.0,0.0,0.5,0.5,0.0,0.5682
51,0.0,0.0,0.0,0.6,0.0,0.4,0.4946
52,0.0,0.0,0.0,0.6,0.1,0.3,0.4806
53,0.0,0.0,0.0,0.6,0.2,0.2,0.4958
54,0.0,0.0,0.0,0.6,0.3,0.1,0.4892
55,0.0,0.0,0.0,0.6,0.4,0.0,0.4876
56,0.0,0.0,0.0,0.7,0.0,0.3,0.4196
57,0.0,0.0,0.0,0.7,0.1,0.2,0.4148
58,0.0,0.0,0.0,0.7,0.2,0.1,0.3984
59,0.0,0.0,0.0,0.7,0.3,0.0,0.4068
60,0.0,0.0,0.0,0.8,0.0,0.2,0.3032
61,0.0,0.0,0.0,0.8,0.1,0.1,0.3078
62,0.0,0.0,0.0,0.8,0.2,0.0,0.3034
63,0.0,0.0,0.0,0.9,0.0,0.1,0.2444
64,0.0,0.0,0.0,0.9,0.1,0.0,0.2364
65,0.0,0.0,0.0,1.0,0.0,0.0,0.1336
66,0.0,0.0,0.1,0.0,0.0,0.9,0.6742
67,0.0,0.0,0.1,0.0,0.1,0.8,0.6608
68,0.0,0.0,0.1,0.0,0.2,0.7,0.6748
69,0.0,0.0,0.1,0.0,0.3,0.6,0.6632
70,0.0,0.0,0.1,0.0,0.4,0.5,0.6704
71,0.0,0.0,0.1,0.0,0.5,0.4,0.6648
72,0.0,0.0,0.1,0.0,0.6,0.3,0.6656
73,0.0,0.0,0.1,0.0,0.7,0.2,0.6694
74,0.0,0.0,0.1,0.0,0.8,0.1,0.6679999999999999
75,0.0,0.0,0.1,0.0,0.9,0.0,0.6598
76,0.0,0.0,0.1,0.1,0.0,0.8,0.7054
77,0.0,0.0,0.1,0.1,0.1,0.7,0.7048
78,0.0,0.0,0.1,0.1,0.2,0.6,0.7038
79,0.0,0.0,0.1,0.1,0.3,0.5,0.711
80,0.0,0.0,0.1,0.1,0.4,0.4,0.7074
81,0.0,0.0,0.1,0.1,0.5,0.3,0.698
82,0.0,0.0,0.1,0.1,0.6,0.2,0.7086
83,0.0,0.0,0.1,0.1,0.7,0.1,0.7054
84,0.0,0.0,0.1,0.1,0.8,0.0,0.7094
85,0.0,0.0,0.1,0.2,0.0,0.7,0.7024
86,0.0,0.0,0.1,0.2,0.1,0.6,0.6904
87,0.0,0.0,0.1,0.2,0.2,0.5,0.6956
88,0.0,0.0,0.1,0.2,0.3,0.4,0.6846
89,0.0,0.0,0.1,0.2,0.4,0.3,0.693
90,0.0,0.0,0.1,0.2,0.5,0.2,0.6866
91,0.0,0.0,0.1,0.2,0.6,0.1,0.6848
92,0.0,0.0,0.1,0.2,0.7,0.0,0.6974
93,0.0,0.0,0.1,0.3,0.0,0.6,0.6616
94,0.0,0.0,0.1,0.3,0.1,0.5,0.6702
95,0.0,0.0,0.1,0.3,0.2,0.4,0.6676
96,0.0,0.0,0.1,0.3,0.3,0.3,0.6692
97,0.0,0.0,0.1,0.3,0.4,0.2,0.6686
98,0.0,0.0,0.1,0.3,0.5,0.1,0.6674
99,0.0,0.0,0.1,0.3,0.6,0.0,0.6642
100,0.0,0.0,0.1,0.4,0.0,0.5,0.63
101,0.0,0.0,0.1,0.4,0.1,0.4,0.6178
102,0.0,0.0,0.1,0.4,0.2,0.3,0.6248
103,0.0,0.0,0.1,0.4,0.3,0.2,0.62
104,0.0,0.0,0.1,0.4,0.4,0.1,0.6182
105,0.0,0.0,0.1,0.4,0.5,0.0,0.6292
106,0.0,0.0,0.1,0.5,0.0,0.4,0.5664
107,0.0,0.0,0.1,0.5,0.1,0.3,0.5760000000000001
108,0.0,0.0,0.1,0.5,0.2,0.2,0.5592
109,0.0,0.0,0.1,0.5,0.3,0.1,0.5596
110,0.0,0.0,0.1,0.5,0.4,0.0,0.5604
111,0.0,0.0,0.1,0.6,0.0,0.3,0.4794
112,0.0,0.0,0.1,0.6,0.1,0.2,0.486
113,0.0,0.0,0.1,0.6,0.2,0.1,0.4774
114,0.0,0.0,0.1,0.6,0.3,0.0,0.48100000000000004
115,0.0,0.0,0.1,0.7,0.0,0.2,0.3578
116,0.0,0.0,0.1,0.7,0.1,0.1,0.36
117,0.0,0.0,0.1,0.7,0.2,0.0,0.3576
118,0.0,0.0,0.1,0.8,0.0,0.1,0.273
119,0.0,0.0,0.1,0.8,0.1,0.0,0.2676
120,0.0,0.0,0.1,0.9,0.0,0.0,0.1478
121,0.0,0.0,0.2,0.0,0.0,0.8,0.6542
122,0.0,0.0,0.2,0.0,0.1,0.7,0.6554
123,0.0,0.0,0.2,0.0,0.2,0.6,0.6558
124,0.0,0.0,0.2,0.0,0.3,0.5,0.6492
125,0.0,0.0,0.2,0.0,0.4,0.4,0.6462
126,0.0,0.0,0.2,0.0,0.5,0.3,0.6612
127,0.0,0.0,0.2,0.0,0.6,0.2,0.6416
128,0.0,0.0,0.2,0.0,0.7,0.1,0.6644
129,0.0,0.0,0.2,0.0,0.8,0.0,0.6576
130,0.0,0.0,0.2,0.1,0.0,0.7,0.6898
131,0.0,0.0,0.2,0.1,0.1,0.6,0.6968
132,0.0,0.0,0.2,0.1,0.2,0.5,0.7006
133,0.0,0.0,0.2,0.1,0.3,0.4,0.7006
134,0.0,0.0,0.2,0.1,0.4,0.3,0.6878
135,0.0,0.0,0.2,0.1,0.5,0.2,0.6984
136,0.0,0.0,0.2,0.1,0.6,0.1,0.6918
137,0.0,0.0,0.2,0.1,0.7,0.0,0.696
138,0.0,0.0,0.2,0.2,0.0,0.6,0.674
139,0.0,0.0,0.2,0.2,0.1,0.5,0.6828
140,0.0,0.0,0.2,0.2,0.2,0.4,0.6862
141,0.0,0.0,0.2,0.2,0.3,0.3,0.688
142,0.0,0.0,0.2,0.2,0.4,0.2,0.6796
143,0.0,0.0,0.2,0.2,0.5,0.1,0.6734
144,0.0,0.0,0.2,0.2,0.6,0.0,0.69
145,0.0,0.0,0.2,0.3,0.0,0.5,0.6342
146,0.0,0.0,0.2,0.3,0.1,0.4,0.643
147,0.0,0.0,0.2,0.3,0.2,0.3,0.6409999999999999
148,0.0,0.0,0.2,0.3,0.3,0.2,0.6596
149,0.0,0.0,0.2,0.3,0.4,0.1,0.6424
150,0.0,0.0,0.2,0.3,0.5,0.0,0.6528
151,0.0,0.0,0.2,0.4,0.0,0.4,0.5868
152,0.0,0.0,0.2,0.4,0.1,0.3,0.5858
153,0.0,0.0,0.2,0.4,0.2,0.2,0.5820000000000001
154,0.0,0.0,0.2,0.4,0.3,0.1,0.5984
155,0.0,0.0,0.2,0.4,0.4,0.0,0.606
156,0.0,0.0,0.2,0.5,0.0,0.3,0.5226
157,0.0,0.0,0.2,0.5,0.1,0.2,0.5094
158,0.0,0.0,0.2,0.5,0.2,0.1,0.5322
159,0.0,0.0,0.2,0.5,0.3,0.0,0.5392
160,0.0,0.0,0.2,0.6,0.0,0.2,0.41200000000000003
161,0.0,0.0,0.2,0.6,0.1,0.1,0.4136
162,0.0,0.0,0.2,0.6,0.2,0.0,0.4158
163,0.0,0.0,0.2,0.7,0.0,0.1,0.299
164,0.0,0.0,0.2,0.7,0.1,0.0,0.2942
165,0.0,0.0,0.2,0.8,0.0,0.0,0.1614
166,0.0,0.0,0.3,0.0,0.0,0.7,0.653
167,0.0,0.0,0.3,0.0,0.1,0.6,0.6482
168,0.0,0.0,0.3,0.0,0.2,0.5,0.6616
169,0.0,0.0,0.3,0.0,0.3,0.4,0.6652
170,0.0,0.0,0.3,0.0,0.4,0.3,0.6552
171,0.0,0.0,0.3,0.0,0.5,0.2,0.652
172,0.0,0.0,0.3,0.0,0.6,0.1,0.6736
173,0.0,0.0,0.3,0.0,0.7,0.0,0.655
174,0.0,0.0,0.3,0.1,0.0,0.6,0.6918
175,0.0,0.0,0.3,0.1,0.1,0.5,0.6926
