ID,p24,p25,winRate
0, 0.000000, 0.000000, 0.7097
1, 0.000000, 0.250000, 0.7194
2, 0.000000, 0.500000, 0.7052
3, 0.000000, 0.750000, 0.7019
4, 0.000000, 1.000000, 0.7074
5, 0.000000, 1.250000, 0.7132
6, 0.000000, 1.500000, 0.7073
7, 0.000000, 1.750000, 0.6995
8, 0.000000, 2.000000, 0.7048
9, 0.000000, 2.250000, 0.7065
10, 0.000000, 2.500000, 0.7088
11, 0.000000, 2.750000, 0.7078
12, 0.000000, 3.000000, 0.7008
13, 0.000000, 3.250000, 0.7057
14, 0.000000, 3.500000, 0.7082
15, 0.000000, 3.750000, 0.7067
16, 0.000000, 4.000000, 0.7132
17, 0.100000, 0.000000, 0.6904
18, 0.100000, 0.250000, 0.6885
19, 0.100000, 0.500000, 0.6868
20, 0.100000, 0.750000, 0.6894
21, 0.100000, 1.000000, 0.6855
22, 0.100000, 1.250000, 0.6748
23, 0.100000, 1.500000, 0.6758
24, 0.100000, 1.750000, 0.6654
25, 0.100000, 2.000000, 0.6561
26, 0.100000, 2.250000, 0.6579
27, 0.100000, 2.500000, 0.6442
28, 0.100000, 2.750000, 0.6335
29, 0.100000, 3.000000, 0.6421
30, 0.100000, 3.250000, 0.6333
31, 0.100000, 3.500000, 0.6262
32, 0.100000, 3.750000, 0.6199
33, 0.100000, 4.000000, 0.6195
34, 0.200000, 0.000000, 0.6802
35, 0.200000, 0.250000, 0.6605
36, 0.200000, 0.500000, 0.6608
37, 0.200000, 0.750000, 0.6541
38, 0.200000, 1.000000, 0.6431
39, 0.200000, 1.250000, 0.6392
40, 0.200000, 1.500000, 0.629
41, 0.200000, 1.750000, 0.6308
42, 0.200000, 2.000000, 0.6339
43, 0.200000, 2.250000, 0.6132
44, 0.200000, 2.500000, 0.5992
45, 0.200000, 2.750000, 0.6031
46, 0.200000, 3.000000, 0.5947
47, 0.200000, 3.250000, 0.6014
48, 0.200000, 3.500000, 0.5963
49, 0.200000, 3.750000, 0.5934
50, 0.200000, 4.000000, 0.5923
51, 0.300000, 0.000000, 0.6698
52, 0.300000, 0.250000, 0.6411
53, 0.300000, 0.500000, 0.6397
54, 0.300000, 0.750000, 0.6268
55, 0.300000, 1.000000, 0.6215
56, 0.300000, 1.250000, 0.6159
57, 0.300000, 1.500000, 0.6084
58, 0.300000, 1.750000, 0.6066
59, 0.300000, 2.000000, 0.592
60, 0.300000, 2.250000, 0.5927
61, 0.300000, 2.500000, 0.5945
