playerID,opponentID,gameID,roundID,numSelfTurnsToKnock,numOppTurnsToKnock,numSelfFaceUpCardsDrawn,numOppFaceUpCardsDrawn,numSelfMeldsAtKnock,numSelfRunMeldsAtKnock,numSelfRankMeldsAtKnock,numOppMeldsAtKnock,numOppRunMeldsAtKnock,numOppRankMeldsAtKnock
0,2,64,435,0,8,0,6,2,0,2,3,2,1
0,2,64,436,13,0,1,3,2,0,2,2,0,2
0,2,64,437,7,0,1,2,2,2,0,1,1,0
0,2,64,438,5,0,0,3,2,1,1,1,0,1
0,2,64,439,9,0,2,6,2,2,0,2,0,2
0,2,65,440,0,9,2,5,2,0,2,3,0,3
0,2,65,441,7,0,1,2,2,1,1,2,0,2
0,2,65,442,6,0,1,2,2,1,1,3,2,1
0,2,65,443,13,0,1,3,2,1,1,2,0,2
0,2,65,444,4,0,0,0,2,2,0,0,0,0
0,2,65,445,8,0,2,3,3,2,1,3,0,3
0,2,65,446,7,0,2,3,3,1,2,3,1,2
0,2,66,447,7,0,3,3,2,1,1,0,0,0
0,2,66,448,12,0,3,6,2,1,1,3,1,2
0,2,66,449,7,0,2,3,2,1,1,2,1,1
0,2,66,450,12,0,2,3,2,2,0,2,1,1
0,2,67,451,0,9,0,4,2,1,1,3,1,2
0,2,67,452,7,0,2,5,2,1,1,2,1,1
0,2,67,453,9,0,3,5,2,1,1,2,1,1
0,2,68,454,12,0,2,4,2,0,2,2,2,0
0,2,68,455,8,0,4,1,3,2,1,2,1,1
0,2,68,456,6,0,1,3,2,0,2,2,0,2
0,2,68,457,10,0,2,4,2,2,0,1,0,1
0,2,69,458,10,0,1,3,2,0,2,3,1,2
0,2,69,459,0,9,1,2,2,1,1,3,3,0
0,2,69,460,5,0,1,4,2,1,1,2,1,1
0,2,69,461,9,0,2,4,1,1,0,1,1,0
0,2,69,462,9,0,0,2,2,0,2,3,2,1
0,2,70,463,6,0,1,2,2,1,1,2,2,0
