ID,p31,p32,p33,p34,p35,p36,winRate
0,0.0,0.0,0.0,0.0,0.0,1.0,0.6759999999999999
1,0.0,0.0,0.0,0.0,0.1,0.9,0.6708
2,0.0,0.0,0.0,0.0,0.2,0.8,0.685
3,0.0,0.0,0.0,0.0,0.3,0.7,0.6836
4,0.0,0.0,0.0,0.0,0.4,0.6,0.6759999999999999
5,0.0,0.0,0.0,0.0,0.5,0.5,0.6684
6,0.0,0.0,0.0,0.0,0.6,0.4,0.67
7,0.0,0.0,0.0,0.0,0.7,0.3,0.679
8,0.0,0.0,0.0,0.0,0.8,0.2,0.6818
9,0.0,0.0,0.0,0.0,0.9,0.1,0.6706
10,0.0,0.0,0.0,0.0,1.0,0.0,0.6696
11,0.0,0.0,0.0,0.1,0.0,0.9,0.7094
12,0.0,0.0,0.0,0.1,0.1,0.8,0.7158
13,0.0,0.0,0.0,0.1,0.2,0.7,0.7072
14,0.0,0.0,0.0,0.1,0.3,0.6,0.716
15,0.0,0.0,0.0,0.1,0.4,0.5,0.7256
16,0.0,0.0,0.0,0.1,0.5,0.4,0.7206
17,0.0,0.0,0.0,0.1,0.6,0.3,0.7218
18,0.0,0.0,0.0,0.1,0.7,0.2,0.7218
19,0.0,0.0,0.0,0.1,0.8,0.1,0.7226
20,0.0,0.0,0.0,0.1,0.9,0.0,0.7086
21,0.0,0.0,0.0,0.2,0.0,0.8,0.7182
22,0.0,0.0,0.0,0.2,0.1,0.7,0.7170000000000001
23,0.0,0.0,0.0,0.2,0.2,0.6,0.7156
24,0.0,0.0,0.0,0.2,0.3,0.5,0.7186
25,0.0,0.0,0.0,0.2,0.4,0.4,0.7064
26,0.0,0.0,0.0,0.2,0.5,0.3,0.7172
27,0.0,0.0,0.0,0.2,0.6,0.2,0.708
28,0.0,0.0,0.0,0.2,0.7,0.1,0.7174
29,0.0,0.0,0.0,0.2,0.8,0.0,0.7176
30,0.0,0.0,0.0,0.3,0.0,0.7,0.7244
31,0.0,0.0,0.0,0.3,0.1,0.6,0.7254
32,0.0,0.0,0.0,0.3,0.2,0.5,0.7276
33,0.0,0.0,0.0,0.3,0.3,0.4,0.7328
34,0.0,0.0,0.0,0.3,0.4,0.3,0.7338
35,0.0,0.0,0.0,0.3,0.5,0.2,0.7236
36,0.0,0.0,0.0,0.3,0.6,0.1,0.7338
37,0.0,0.0,0.0,0.3,0.7,0.0,0.7192
38,0.0,0.0,0.0,0.4,0.0,0.6,0.7226
39,0.0,0.0,0.0,0.4,0.1,0.5,0.7240000000000001
40,0.0,0.0,0.0,0.4,0.2,0.4,0.728
41,0.0,0.0,0.0,0.4,0.3,0.3,0.7414
